Time - Dev2/ai0,Temperature - Dev2/ai0
11:35:15 AM,2
11:35:15 AM,1.4
11:35:15 AM,1.9
11:35:15 AM,2.1
11:35:15 AM,1.7
11:35:15 AM,2.2
11:35:15 AM,2
11:35:15 AM,1.9
11:35:15 AM,1.7
11:35:16 AM,0.8
11:35:16 AM,1.8
11:35:16 AM,1.9
11:35:16 AM,1.9
11:35:16 AM,2
11:35:16 AM,1.7
11:35:16 AM,1.5
11:35:16 AM,0.6
11:35:16 AM,1
11:35:16 AM,1.6
11:35:17 AM,1.5
11:35:17 AM,1.4
11:35:17 AM,1.9
11:35:17 AM,1.4
11:35:17 AM,1.1
11:35:17 AM,1.4
11:35:17 AM,1
11:35:17 AM,1.3
11:35:17 AM,1.5
11:35:17 AM,1
11:35:18 AM,1
11:35:18 AM,2.7
11:35:18 AM,1.7
11:35:18 AM,1.4
11:35:18 AM,1.2
11:35:18 AM,2
11:35:18 AM,1.3
11:35:18 AM,2
11:35:18 AM,2.3
11:35:18 AM,1.9
11:35:19 AM,2.1
11:35:19 AM,1.8
11:35:19 AM,1.1
11:35:19 AM,1.8
11:35:19 AM,2
11:35:19 AM,2.7
11:35:19 AM,1.7
11:35:19 AM,1
11:35:19 AM,1.6
11:35:19 AM,1.5
11:35:20 AM,1.1
11:35:20 AM,1.2
11:35:20 AM,1.7
11:35:20 AM,2.3
11:35:20 AM,1.2
11:35:20 AM,1
11:35:20 AM,1
11:35:20 AM,1.3
11:35:20 AM,1.5
11:35:20 AM,1.9
11:35:21 AM,1.4
11:35:21 AM,-0.1
11:35:21 AM,0.7
11:35:21 AM,1.2
11:35:21 AM,1.2
11:35:21 AM,-0.2
11:35:21 AM,0.6
11:35:21 AM,0.9
11:35:21 AM,0.5
11:35:21 AM,1.3
11:35:22 AM,1.9
11:35:22 AM,0.6
11:35:22 AM,0.2
11:35:22 AM,1.1
11:35:22 AM,1.3
11:35:22 AM,1.3
11:35:22 AM,0.6
11:35:22 AM,2.3
11:35:22 AM,1
11:35:22 AM,2
11:35:23 AM,1
11:35:23 AM,0.3
11:35:23 AM,2.1
11:35:23 AM,1.4
11:35:23 AM,0.7
11:35:23 AM,0.6
11:35:23 AM,0.8
11:35:23 AM,0.8
11:35:23 AM,1.2
11:35:23 AM,0.7
11:35:24 AM,0.6
11:35:24 AM,0.5
11:35:24 AM,0.3
11:35:24 AM,1
11:35:24 AM,0.1
11:35:24 AM,0.8
11:35:24 AM,0.6
11:35:24 AM,0.1
11:35:24 AM,1
11:35:24 AM,1.6
11:35:25 AM,0.9
11:35:25 AM,0.6
11:35:25 AM,0.5
11:35:25 AM,0.4
11:35:25 AM,1
11:35:25 AM,0.2
11:35:25 AM,0.8
11:35:25 AM,0.1
11:35:25 AM,0.6
11:35:25 AM,0.5
11:35:26 AM,0.6
11:35:26 AM,1.1
11:35:26 AM,0.6
11:35:26 AM,1.4
11:35:26 AM,1
11:35:26 AM,1.9
11:35:26 AM,1.2
11:35:26 AM,0.2
11:35:26 AM,1.5
11:35:26 AM,1.4
11:35:27 AM,0.6
11:35:27 AM,1
11:35:27 AM,1.6
11:35:27 AM,0.4
11:35:27 AM,1.7
11:35:27 AM,1.3
